Date,Close/Last,Volume,Open,High,Low
09/06/2019,2980.8,1129267,2970.75,2988.25,2970.25
09/05/2019,2972,1612831,2938,2986.5,2936.5
09/04/2019,2938.5,1213004,2903,2939.5,2902
09/03/2019,2906,1939103,2899,2926.5,2889
08/30/2019,2924.75,1596921,2924.75,2929.25,2919.25
08/29/2019,2926.75,1443245,2883.25,2930.75,2875.25
08/28/2019,2889.8,1451129,2866.25,2890.5,2851.75
08/27/2019,2865.4,1496814,2882.75,2899.5,2860
08/26/2019,2883.3,1813161,2831,2888.5,2810.25
08/23/2019,2855.5,2736906,2920.25,2936.75,2834
08/22/2019,2922.25,1430044,2931.25,2939.75,2904.25
08/21/2019,2929.2,1135821,2893.25,2932.5,2893
08/20/2019,2898.2,1419468,2921.25,2932.25,2894.25
08/19/2019,2923.7,1251798,2893,2932.25,2892.5
08/16/2019,2891.5,1556941,2851,2894.75,2849.5
08/15/2019,2848.6,2464441,2836,2871.75,2817.75
08/14/2019,2840.75,2695447,2931,2936.5,2835.75
08/13/2019,2932,2134993,2882.25,2944.25,2866.75
08/12/2019,2880.25,1662604,2918.75,2931,2872.5
08/09/2019,2919.75,1966904,2928,2935.75,2899
08/08/2019,2940.1,1739791,2879,2940.75,2870.5
08/07/2019,2880.6,2595271,2873.75,2891.5,2823.25
08/06/2019,2876,2538504,2816.25,2883.75,2775.75
08/05/2019,2830.1,2968475,2929.25,2933.5,2820.5
08/02/2019,2932.5,2381215,2950.25,2961,2913.5
08/01/2019,2951.9,2689208,2970.25,3014.25,2944.5
07/31/2019,2982.3,1885052,3016.25,3020.75,2958
07/30/2019,3012.3,1155048,3022.25,3027.5,3001.5
07/29/2019,3021.8,801386,3022,3027.25,3015.5
07/26/2019,3024.5,922977,3006.5,3029.5,3006
07/25/2019,3006.5,1314705,3018,3027.75,2998
07/24/2019,3021.6,1023232,3003,3022,2996
07/23/2019,3008,1031139,2988.75,3008.5,2987.5
07/22/2019,2989,1058848,2974.5,2993.5,2972.5
07/19/2019,2977,1420597,3003.75,3009.75,2969.5
07/18/2019,2997.6,1307890,2980.75,3005.25,2974.5
07/17/2019,2985,1008356,3005.75,3013,2980.5
07/16/2019,3007,917087,3017.25,3021.75,3004.5
07/15/2019,3017.3,793037,3015.25,3023.5,3010.75
07/12/2019,3015.5,934769,3003,3018,3002.25
07/11/2019,3003.9,1149273,2996,3006.75,2992.5
07/10/2019,2997.4,1386352,2982.25,3007.5,2971.25
07/09/2019,2982.1,934675,2977.75,2986.25,2963.5
07/08/2019,2978.6,975590,2990.75,2994.75,2973.25
07/05/2019,2990.5,1283504,3002.75,3006,2971.25
07/03/2019,3000.25,23132,3000.75,3006,2997.75
07/02/2019,2979.6,1087254,2968,2980,2958.5
07/01/2019,2967.7,1402781,2970,2981.75,2955.5
06/28/2019,2944.25,1222222,2932.75,2955.25,2930
06/27/2019,2930.9,1012529,2914.75,2935.75,2914.75
06/26/2019,2917.9,1203752,2922.5,2939,2914.5
06/25/2019,2922.1,1387559,2951,2958.25,2920
06/24/2019,2952,881530,2948,2961.75,2947.25
06/21/2019,2950.5,1476245,2957.75,2969.25,2947.75
06/20/2019,2960,1821314,2930.75,2964.5,2930.5
06/19/2019,2933.4,1639495,2924.75,2936.75,2915.25
06/18/2019,2921.7,1047795,2893.5,2931.75,2884.5
06/17/2019,2891.9,1126227,2890.75,2900.75,2887.75
06/14/2019,2890.5,1208404,2893.75,2898.75,2880.5
06/13/2019,2894.4,1410042,2882,2896.5,2867.25
06/12/2019,2881,1168435,2887.25,2891,2875.25
06/11/2019,2886.9,1360646,2890.25,2911.5,2879.25
06/10/2019,2889.2,1375439,2893.25,2905.75,2880.5
06/07/2019,2875,1619986,2840,2886.25,2838
06/06/2019,2845.7,1545419,2820.5,2853,2812.75
06/05/2019,2827.7,1709976,2806.5,2829.5,2801
06/04/2019,2804.9,1800367,2754,2806.25,2744
06/03/2019,2749.6,2260898,2741,2763.75,2728.75
05/31/2019,2752.5,2131745,2788.75,2791,2750
05/30/2019,2790.4,1260640,2779.5,2799,2776.5
05/29/2019,2780.1,2031765,2804.25,2806,2766.25
05/28/2019,2805.1,1602738,2830,2841.25,2800.5
05/24/2019,2831.75,144972,2831,2839.25,2826
05/23/2019,2819.4,1973462,2857.75,2858.5,2805.75
05/22/2019,2857.4,1238316,2864.75,2869.5,2848.25
05/21/2019,2866.1,1257935,2848,2870.75,2846.25
05/20/2019,2843.9,1618360,2861.5,2876.5,2832.5
05/17/2019,2862,1882078,2879.75,2887.5,2852.5
05/16/2019,2878.6,1649462,2853.5,2894,2840.5
05/15/2019,2855,1688199,2840.75,2860,2815
05/14/2019,2839.2,1762318,2806,2853.75,2799.75
05/13/2019,2807.1,2706332,2858.5,2869.25,2802
05/10/2019,2887,2785919,2869.75,2893,2826
05/09/2019,2872.7,2655796,2884,2885.5,2836.25
05/08/2019,2887.2,2005048,2889.75,2899.5,2868.75
05/07/2019,2890.8,2735611,2911.75,2930.5,2862.5
05/06/2019,2932.4,1965905,2917.75,2938.25,2883.5
05/03/2019,2947.5,1241266,2918.5,2949.5,2916.5
05/02/2019,2917.6,1791842,2916.5,2932.75,2901
05/01/2019,2923.1,1453555,2955,2961.25,2916
04/30/2019,2948.5,1436306,2942.5,2956.5,2926
04/29/2019,2942.9,908231,2939.25,2951.5,2937.75
04/26/2019,2941.5,1204928,2923.75,2942.75,2917.25
04/25/2019,2926.3,1351714,2930,2935.75,2914.25
04/24/2019,2930.8,1063738,2937.25,2939.75,2927.75
04/23/2019,2938.1,1155865,2911.75,2939.75,2908
04/22/2019,2912.6,685433,2908.75,2915.75,2899
04/18/2019,2910,1293091,2901,2911.75,2889.5
04/17/2019,2900.5,1342749,2910.25,2923.5,2898.5
04/16/2019,2911.4,1097413,2910.25,2921.25,2904.5
04/15/2019,2909.5,921553,2912,2914.5,2900.5
04/12/2019,2912.5,1163251,2892,2914.75,2890.75
04/11/2019,2891.8,950972,2894.75,2900,2885.25
04/10/2019,2894.5,947051,2882,2896,2878
04/09/2019,2882.6,1164253,2898.5,2900,2877.25
04/08/2019,2898.25,958550,2896.25,2899.75,2884.25
04/05/2019,2896,1172559,2882.5,2898,2880.5
04/04/2019,2882.7,1031145,2880.75,2885.75,2871
04/03/2019,2879.8,1210038,2866,2889.25,2865.25
04/02/2019,2867.1,849784,2868.5,2873.75,2862.25
04/01/2019,2870.5,1217915,2844.5,2873.5,2844.5
03/29/2019,2837.75,1432136,2820.5,2840.75,2820.25
03/28/2019,2821,1169686,2807,2824.25,2795
03/27/2019,2810.5,1691641,2823.5,2831.75,2791.75
03/26/2019,2823,1432172,2808.5,2835,2806
03/25/2019,2807,1758589,2813,2818.5,2789.5
03/22/2019,2810.75,2191677,2859.5,2864.75,2805.25
03/21/2019,2862.6,1625642,2823.75,2866,2813.75
03/20/2019,2827,1644099,2837.25,2849.25,2817.25
03/19/2019,2836.5,1459034,2841.5,2858.75,2829
03/18/2019,2840.5,998377,2827,2842,2824
03/15/2019,2829.75,1342069,2813.5,2836.5,2812.5
03/14/2019,2812.3,1231571,2821,2825,2808.5
03/13/2019,2819.6,1592906,2797.75,2826.5,2788.25
03/12/2019,2792.1,935159,2784.75,2798.25,2780.5
03/11/2019,2784,1270035,2745.5,2787.5,2736.75
03/08/2019,2747,1359646,2749,2751.5,2722
03/07/2019,2750,1890655,2770.5,2776.25,2738.5
03/06/2019,2771.4,1471244,2786.5,2792.75,2768.5
03/05/2019,2791.5,1186343,2790.5,2799,2783.25
03/04/2019,2791.6,1743542,2814,2819.75,2767.5
03/01/2019,2805,1225267,2785.25,2808.25,2783
02/28/2019,2784.7,1300296,2795.25,2795.75,2781.75
02/27/2019,2795.1,1117837,2788,2797.25,2775
02/26/2019,2791.5,1171497,2795.75,2803.5,2783.25
02/25/2019,2797.1,1214030,2799.5,2814,2794.5
02/22/2019,2791.25,1145894,2773.5,2795.5,2770.5
02/21/2019,2774.2,1389548,2787,2798,2764.25
02/20/2019,2787,1241391,2777.75,2790.75,2773.25
02/19/2019,2778.7,1156206,2777.5,2787.5,2766
02/15/2019,2777,41966,2777,2782.5,2774.25
02/14/2019,2743.4,1643963,2749.25,2763,2730.25
02/13/2019,2749.6,1181694,2743.5,2762,2742.75
02/12/2019,2744.8,1264777,2707,2748,2705.5
02/11/2019,2708.3,1088954,2710.75,2721.5,2700.5
02/08/2019,2706.25,1518741,2702,2709,2680.75
02/07/2019,2704.1,1876609,2727,2729.25,2685.5
02/06/2019,2729.4,1144424,2730.75,2736.5,2722.25
02/05/2019,2731.1,1202186,2719.5,2737.75,2716.25
02/04/2019,2721.2,995667,2699.25,2725,2697
02/01/2019,2704.25,1411322,2707.75,2716,2695.5
01/31/2019,2704.5,1831477,2683.5,2713,2675.75
01/30/2019,2682.5,1508478,2648.5,2689.75,2636.25
01/29/2019,2640.3,1216534,2640.25,2650,2628.5
01/28/2019,2641.9,1368593,2660,2663.5,2622.25
01/25/2019,2663.5,1333954,2636.25,2672.5,2634.5
01/24/2019,2634,1247996,2635,2647.5,2626
01/23/2019,2638.3,1549383,2630.75,2653.75,2612.5
01/22/2019,2631.9,1844470,2658.75,2673.5,2616.5
01/18/2019,2671.5,159837,2669.25,2673.5,2655.75
01/17/2019,2635.2,1479772,2614.5,2645.5,2596.5
01/16/2019,2613.2,1274031,2605.75,2626.25,2602.5
01/15/2019,2605.4,1494266,2581.5,2613.75,2580
01/14/2019,2580.5,1164904,2588.5,2592,2567.25
01/11/2019,2595,1152538,2594,2597.75,2577
01/10/2019,2594.1,1485966,2580,2599.5,2560.5
01/09/2019,2582.6,1545615,2569.5,2596.75,2568.5
01/08/2019,2572.4,1622345,2553.25,2581.25,2547.5
01/07/2019,2550.6,1588817,2537.25,2567.5,2523.25
01/04/2019,2531.25,2274892,2451.75,2539.25,2438.5
01/03/2019,2447.7,2204484,2482.25,2493.5,2443.25
01/02/2019,2511,1915336,2508,2521.25,2452.25
12/31/2018,2505.25,1347509,2495.5,2513,2482.75
12/28/2018,2486,1943894,2491.5,2523,2472.75
12/27/2018,2494.9,2199475,2470.25,2498.75,2397
12/26/2018,2470.9,1926447,2348.5,2477.75,2316.75
12/24/2018,2341.75,1239632,2407.75,2434.5,2340.5
12/21/2018,2413.5,2915876,2485,2508,2409.25
12/20/2018,2486.2,3625398,2505,2518,2441.5
12/19/2018,2504.4,2807548,2532,2592,2489.5
12/18/2018,2535.8,1178916,2553.75,2574.75,2528
12/17/2018,2552.5,1552030,2594,2613.75,2530.5
12/14/2018,2602,1592105,2646.5,2648.75,2594
12/13/2018,2645.6,2007047,2653,2671,2637.25
12/12/2018,2652.5,1850606,2632.5,2686.5,2631.75
12/11/2018,2641.2,2233029,2644,2678,2621.25
12/10/2018,2643,2528426,2625,2648.5,2583
12/07/2018,2636,2508165,2694.25,2709.75,2623.25
12/06/2018,2691.1,3245782,2713.25,2714,2621.25
12/04/2018,2701.7,184485,2699.5,2720.75,2698
12/03/2018,2790.7,1842048,2793.5,2814,2773.5
11/30/2018,2758.25,1418344,2742,2764.75,2729
11/29/2018,2744.2,1468632,2738,2754.5,2723.25
11/28/2018,2741.5,1805261,2686.25,2745,2681
11/27/2018,2683.5,1466895,2661,2686.75,2655.25
11/26/2018,2669.9,1337376,2633.5,2676.25,2631.5
11/23/2018,2629.5,827480,2635.5,2656.25,2626
11/21/2018,2649,26506,2650,2656.25,2645.25
11/20/2018,2639.9,2498318,2696.25,2696.75,2631.75
11/19/2018,2696.3,1941981,2733,2748,2681.5
11/16/2018,2743,1816490,2731.75,2748.75,2708.75
11/15/2018,2734.5,2351759,2702,2736.75,2671.25
11/14/2018,2698.6,2236488,2731.25,2748.25,2686.25
11/13/2018,2727.6,2076087,2732,2755.75,2714.5
11/12/2018,2727.8,1884247,2778.75,2795.25,2722.25
11/09/2018,2779,1662766,2804,2811.25,2764.5
11/08/2018,2808.7,1291176,2815.75,2818,2795
11/07/2018,2816.4,1853834,2756.75,2817.75,2744.75
11/06/2018,2759,1239444,2739,2761,2729.75
11/05/2018,2739.6,1277939,2722.5,2743.75,2712.75
11/02/2018,2724.25,2302607,2724,2766.25,2699.5
11/01/2018,2738.1,1779694,2706,2741.25,2705.5
10/31/2018,2711.1,2373596,2690.75,2737.25,2682
10/30/2018,2685.3,2445536,2639,2690.25,2633.25
10/29/2018,2643.6,2720697,2667,2707,2603
10/26/2018,2669.5,3410150,2678,2692.75,2627.25
10/25/2018,2688.2,2479997,2673.75,2723.75,2658.75
10/24/2018,2664.3,2783685,2745.25,2750,2652.25
10/23/2018,2746.25,2780303,2755.75,2757.5,2692.25
10/22/2018,2756.5,1621903,2758,2782,2749.75
10/19/2018,2767.5,1950864,2774.75,2800.5,2762.25
10/18/2018,2772.2,2171262,2813.25,2814.75,2756.5
10/17/2018,2816.2,1887126,2816.25,2824.25,2783.25
10/16/2018,2817.8,1730133,2747.5,2819,2745.5
10/15/2018,2749,1714171,2770,2778.75,2745.25
10/12/2018,2768.5,2713901,2748.5,2785,2732.25
10/11/2018,2745.5,3929532,2776.5,2798.75,2712.25
10/10/2018,2781,3371169,2886.75,2891.25,2771.5
10/09/2018,2888.25,1733476,2892.25,2900,2874.5
10/08/2018,2893.75,1720589,2897.5,2898.25,2866
10/05/2018,2894,2245369,2910,2915.5,2873.25
10/04/2018,2907.7,2127092,2926,2926.25,2887.75
10/03/2018,2931.6,1225248,2929,2944.75,2924.75
10/02/2018,2928.5,1116193,2929.25,2936,2917.5
10/01/2018,2930,1211647,2922.5,2942,2922.5
09/28/2018,2919,1360541,2922.25,2925.5,2908
09/27/2018,2920,1177203,2911.5,2932,2907.5
09/26/2018,2911.5,1274595,2922.5,2936,2907.5
09/25/2018,2921.3,1014128,2926.5,2934.25,2918.25
09/24/2018,2925.5,1111755,2929.5,2930.25,2917.75
09/21/2018,2933.75,1421358,2939.5,2947,2932
09/20/2018,2939.4,1430318,2916.5,2940.75,2913.25
09/19/2018,2915.1,1347443,2913,2918.75,2905.75
09/18/2018,2906.5,960957,2890.5,2912.5,2878.5
09/17/2018,2891,1135552,2903.5,2906.25,2887.25
09/14/2018,2906.25,1171968,2904.75,2912.25,2896.75
09/13/2018,2905.3,1612993,2887,2907,2884.75
09/12/2018,2888.5,1548446,2890,2895.25,2879.5
09/11/2018,2889.75,1245406,2879.75,2893,2867.25
09/10/2018,2880.3,1220814,2873.75,2888.25,2873.25
09/07/2018,2874.75,1647915,2877.75,2885,2865
09/06/2018,2879.1,1596947,2888.5,2893,2868
09/05/2018,2888.3,1568197,2898.75,2900.5,2877.5
09/04/2018,2898.3,1578514,2907.75,2912.5,2885.5
08/31/2018,2902,122114,2906.5,2912.5,2902.5
08/30/2018,2902,1297025,2915.75,2916.25,2895.5
08/29/2018,2914.75,1070631,2900.5,2917.5,2897.5
08/28/2018,2899.3,886424,2899,2906.25,2894.25
08/27/2018,2898.4,927736,2877.75,2899.5,2876.75
08/24/2018,2876.75,989679,2858.25,2877.5,2856.25
08/23/2018,2858,1033934,2861.75,2869.75,2854.75
08/22/2018,2861.2,973986,2853,2868.25,2846.25
08/21/2018,2861.7,1029636,2856.75,2874,2852
08/20/2018,2858.6,787038,2851.75,2860.75,2850.25
08/17/2018,2852.25,1165395,2843.5,2857,2835
08/16/2018,2844.75,1244434,2822.25,2851.75,2817.5
08/15/2018,2821.2,1812133,2841.75,2843,2803
08/14/2018,2841,1006447,2826.75,2843.5,2825.75
08/13/2018,2825.5,1261360,2835.75,2843.75,2820
08/10/2018,2836.75,1360261,2852.5,2852.75,2826
08/09/2018,2853.75,686671,2853.5,2862.75,2850.5
08/08/2018,2855.25,719280,2860.5,2862.5,2852.5
08/07/2018,2859.75,760607,2849.25,2863.75,2848.25
08/06/2018,2850.1,772342,2841.5,2853.5,2835
08/03/2018,2839.5,873248,2830.75,2841.5,2824.75
08/02/2018,2828.4,1209107,2814,2831.25,2791
08/01/2018,2810.75,1072528,2824.25,2825.75,2805.5
07/31/2018,2817,1304639,2805.5,2827.75,2802.75
07/30/2018,2803.2,1152426,2816,2821.75,2798.25
07/27/2018,2817.5,1455009,2840.25,2847,2808.75
07/26/2018,2842.5,1010052,2835.25,2846.5,2833.25
07/25/2018,2841.3,1271726,2819.25,2849.5,2814
07/24/2018,2821,1317981,2810.5,2831.25,2810.25
07/23/2018,2812,802099,2805.25,2812.5,2792.5
07/20/2018,2800.75,979263,2805.5,2810.5,2793
07/19/2018,2805.25,1056723,2814.5,2818,2800.25
07/18/2018,2816,834134,2813,2818.25,2806.75
07/17/2018,2811.25,1021295,2795.75,2815.75,2789.75
07/16/2018,2796.5,776104,2804.75,2809,2795
07/13/2018,2803.25,901791,2798.5,2807.25,2793.25
07/12/2018,2798.5,1098628,2776.75,2801,2773.75
07/11/2018,2774.1,1331211,2780.75,2787.75,2765.75
07/10/2018,2796.7,903305,2787.5,2797.75,2780.5
07/09/2018,2787.5,942480,2762,2788,2761.75
07/06/2018,2763,1229285,2737,2766.25,2731.25
07/05/2018,2738.5,1140362,2722,2739.75,2710.75
07/03/2018,2713.25,29108,2713,2720,2710.75
07/02/2018,2727.25,1184392,2721,2728.5,2698.5
06/29/2018,2721.5,1557893,2720,2745.5,2716.75
06/28/2018,2719.5,1660683,2705,2726.25,2693.25
06/27/2018,2704.9,2069866,2726.5,2748,2701
06/26/2018,2728.5,1370552,2721.75,2735.25,2714.75
06/25/2018,2722.3,2149593,2757,2758,2700.5
06/22/2018,2759.5,1073623,2750.5,2768.5,2749.25
06/21/2018,2752.5,1457299,2771.75,2785.25,2747
06/20/2018,2772,1034737,2765.25,2778.25,2757.25
06/19/2018,2766.25,1583103,2778.25,2780.25,2735.75
06/18/2018,2779.75,970070,2780,2786.75,2761.25
06/15/2018,2784.5,1475397,2787,2788.5,2765.5
06/14/2018,2788.5,1251575,2777.75,2794,2772.25
06/13/2018,2779,1371929,2792,2796,2778.5
06/12/2018,2783.9,945655,2781.25,2789.75,2778.5
06/11/2018,2783,1179868,2771,2790.5,2770.5
06/08/2018,2778.75,1291932,2771,2779.75,2752
06/07/2018,2772.2,1744712,2773.25,2779.75,2760
06/06/2018,2772.2,1296474,2751,2774.75,2748
06/05/2018,2751.5,972203,2746,2753.25,2739
06/04/2018,2745.5,826178,2731,2749.25,2729
06/01/2018,2733.75,1164165,2707.5,2737,2706
05/31/2018,2705.5,1616744,2720.25,2728.25,2699.75
05/30/2018,2724.5,1387545,2693.25,2729.25,2685.75
05/29/2018,2692.2,1919923,2721.25,2731.75,2675
05/25/2018,2718.25,98665,2729,2731.75,2718.25
05/24/2018,2727.5,1226076,2729.75,2733.25,2705.75
05/23/2018,2730.75,1264269,2724.5,2733,2704.5
05/22/2018,2726.1,859759,2731.25,2741.75,2721.5
05/21/2018,2733.1,911242,2728.75,2739.25,2724.25
05/18/2018,2713,985659,2718.75,2727,2708.75
05/17/2018,2718.75,1043897,2721.75,2732,2711
05/16/2018,2723,1033300,2711.25,2728,2704.5
05/15/2018,2709,1486522,2728.5,2731.25,2700.5
05/14/2018,2731,924062,2727.25,2741.25,2724.25
05/11/2018,2729.5,1027300,2716.25,2732.5,2716.25
05/10/2018,2718.75,1149345,2696,2725,2692.75
05/09/2018,2696,1219066,2669.75,2700,2666.5
05/08/2018,2670.3,1242956,2668,2674.25,2652.25
05/07/2018,2670,1106056,2662.75,2681.5,2661.25
05/04/2018,2663,1627248,2631.75,2669.5,2612.25
05/03/2018,2631.8,2085915,2626.75,2636.25,2591.25
05/02/2018,2627.5,1368993,2655.5,2658.5,2624.25
05/01/2018,2652.25,1294588,2646.25,2658,2623.25
04/30/2018,2647,1278496,2670.5,2682.25,2645
04/27/2018,2671.5,1120149,2675.5,2676.25,2657.75
04/26/2018,2674.5,1253088,2648.25,2677.5,2639.5
04/25/2018,2644.5,1852769,2635.25,2648.25,2611.25
04/24/2018,2635.3,2299749,2672,2688.5,2616
04/23/2018,2671.25,1205027,2683,2684.75,2657.25
04/20/2018,2671.5,1575350,2692.5,2698.25,2659.75
04/19/2018,2693.1,1530003,2711.75,2713.25,2681.5
04/18/2018,2709.7,1027616,2704.5,2718.5,2703.75
04/17/2018,2706.6,1217732,2679.25,2713.75,2678.75
04/16/2018,2681.7,1186422,2673.25,2687,2660.75
04/13/2018,2657.25,1647627,2661.75,2680.5,2644.75
04/12/2018,2664,1252235,2642.5,2675,2639.75
04/11/2018,2641.1,1584027,2654.5,2661.25,2626
04/10/2018,2655.1,1943849,2617.75,2666.25,2612.25
04/09/2018,2619.1,1713782,2607.5,2653.75,2607.5
04/06/2018,2605.75,2512853,2663,2664,2584.5
04/05/2018,2661.8,1588771,2645.75,2672.25,2644
04/04/2018,2647,2175430,2612,2649.75,2559.5
04/03/2018,2613.2,2158961,2581.25,2618.75,2573.5
04/02/2018,2575,2324918,2635,2641.5,2552
03/29/2018,2643,1960617,2609.75,2659.5,2601
03/28/2018,2622,296305,2612.75,2624.5,2600
03/27/2018,2615.75,2367868,2659.5,2679.75,2596
03/26/2018,2659.5,2209338,2595,2662.75,2591
03/23/2018,2597.75,2780887,2645.75,2658.75,2586
03/22/2018,2643.25,2492434,2718.25,2726.25,2641.75
03/21/2018,2718.25,1392373,2723.25,2744,2712.5
03/20/2018,2723.5,1085927,2721.5,2729,2712.75
03/19/2018,2722.75,1947147,2756.25,2756.5,2697.25
03/16/2018,2756,1105950,2757.5,2766.25,2750.25
03/15/2018,2755.5,1379034,2754.75,2767.25,2745
03/14/2018,2754,1905137,2767,2783.5,2748.25
03/13/2018,2768.5,1201698,2782.25,2802.5,2758.5
03/12/2018,2784,1210960,2784,2800.5,2779
03/09/2018,2784,1497678,2736.5,2787,2730
03/08/2018,2739.25,1477276,2722.5,2740.5,2720
03/07/2018,2723.25,1806489,2700,2730.25,2681.25
03/06/2018,2724,1419036,2719,2734.5,2710.25
03/05/2018,2718.5,1732111,2683.25,2727.75,2663.75
03/02/2018,2690.25,2119741,2678.75,2696,2647
03/01/2018,2678.25,2762765,2718.25,2731,2658.5
02/28/2018,2714.5,1775839,2746.5,2762,2712
02/27/2018,2747.5,1682036,2783.5,2789.75,2742
02/26/2018,2784.5,1207718,2751.5,2786,2742.5
02/23/2018,2748.75,1203636,2712.75,2750.25,2710
02/22/2018,2711.5,1577667,2698.5,2731,2682
02/21/2018,2698.75,1573160,2714.5,2747.75,2693.5
02/20/2018,2714,1408201,2728.25,2747.75,2705.75
02/16/2018,2735,24444,2734.5,2747.25,2734
02/15/2018,2734,1624113,2695.5,2736.75,2688.5
02/14/2018,2697,2020201,2662.5,2701.75,2627
02/13/2018,2661.75,1430550,2653.25,2667.5,2634.25
02/12/2018,2655.25,2104312,2628.25,2671.5,2620
02/09/2018,2619,3803424,2593.75,2637.75,2530.25
02/08/2018,2593.5,3070823,2664.75,2686.5,2577
02/07/2018,2668.25,2426803,2685.5,2726.75,2660.5
02/06/2018,2694.25,4714937,2624,2699.75,2529
02/05/2018,2607.75,3907322,2757,2763,2595.75
02/02/2018,2756.75,2439327,2826.5,2831,2755.25
02/01/2018,2822.5,1605424,2828.75,2837.25,2809.5
01/31/2018,2825.75,1769945,2823.25,2839.75,2813
01/30/2018,2824.5,2060109,2853.25,2858,2820.5
01/29/2018,2853.5,1357169,2874.25,2878.5,2851.5
01/26/2018,2874.5,1205037,2842.25,2876,2841.25
01/25/2018,2841.25,1375128,2840,2853.75,2830.75
01/24/2018,2841,1767404,2837,2855.25,2825.5
01/23/2018,2839.5,1201503,2835.25,2844.75,2828.75
01/22/2018,2835.25,1102799,2804,2838.25,2802
01/19/2018,2811,1296816,2797,2815,2791.75
01/18/2018,2796.25,1220803,2803.25,2808,2793.75
01/17/2018,2803.75,1445807,2782.75,2809.5,2779
01/16/2018,2782.5,1930469,2794.25,2808.5,2769.25
01/12/2018,2788.75,38521,2789.75,2797.5,2789.75
01/11/2018,2769.5,1008773,2750,2770.5,2747.75
01/10/2018,2750.5,1261868,2749.75,2752,2736.5
01/09/2018,2752.25,1120793,2746.5,2760,2742.75
01/08/2018,2746.75,875936,2741.75,2748.5,2736.5
01/05/2018,2742.5,1094202,2725,2743.25,2723.75
01/04/2018,2723.75,1139096,2710.25,2729,2708.5
01/03/2018,2711,1083017,2693.75,2714.25,2692.25
01/02/2018,2693,968987,2675.25,2696,2674.5
12/29/2017,2676,1055982,2684.75,2698.25,2667.75
12/28/2017,2685.75,519713,2684,2689,2683
12/27/2017,2685.5,627745,2687.5,2691,2681.5
12/26/2017,2687,360430,2686.75,2689.5,2683.5
12/22/2017,2686,591050,2686.75,2691.5,2682.25
12/21/2017,2687.75,813005,2681.5,2696,2680.75
12/20/2017,2681.5,934245,2684.75,2695.5,2679
12/19/2017,2684,965199,2695,2698,2682.5
12/18/2017,2694.5,1006782,2683,2698,2682.5
12/15/2017,2682,1367826,2652.75,2683.25,2652.5
12/14/2017,2656,1447124,2668.5,2673.5,2651.75
12/13/2017,2669,1517947,2667.75,2675.5,2659.25
12/12/2017,2665,1021573,2662.75,2670.25,2660.5
12/11/2017,2661.5,1217692,2652,2664.75,2649.25
12/08/2017,2651,1132215,2639.5,2652.5,2637.75
12/07/2017,2639.5,1290996,2630.5,2641.25,2626.25
12/06/2017,2629.25,1239225,2626.75,2634.5,2620
12/05/2017,2628.25,1349781,2636,2648.75,2627.25
12/04/2017,2638.25,1730084,2654.5,2665.25,2633.75
12/01/2017,2644,2484052,2640.75,2650.75,2605
11/30/2017,2648,2303448,2625,2658.5,2621.75
11/29/2017,2625,1642816,2625.5,2634.25,2619.75
11/28/2017,2626,1539152,2602.25,2627,2597.5
11/27/2017,2601.75,931107,2601,2605.5,2596.5
11/24/2017,2601,536543,2596,2603,2589.5
11/22/2017,2594.5,11022,2593.25,2594.75,2593
11/21/2017,2596.25,1130421,2582,2600.5,2579.25
11/20/2017,2582,988166,2576,2584,2567.75
11/17/2017,2576.25,1169730,2584.25,2586,2574.75
11/16/2017,2585,1512201,2564.25,2589.5,2562.25
11/15/2017,2565,1900941,2576.75,2577,2555.5
11/14/2017,2578,1573219,2580.25,2582.25,2564.25
11/13/2017,2582,1044536,2580.25,2585.5,2570.25
11/10/2017,2579.5,1178663,2582,2585.75,2571.5
11/09/2017,2584,2203891,2591.25,2594.5,2563.25
11/08/2017,2591,1037057,2584,2592.5,2579.75
11/07/2017,2586.75,1152813,2587.75,2593.5,2580.75
11/06/2017,2588.75,828740,2580,2590,2575.5
11/03/2017,2582.75,974513,2577.5,2585.5,2573.5
11/02/2017,2576.75,1262640,2571.5,2578.5,2562.25
11/01/2017,2574.75,1269785,2572.75,2585.5,2571
10/31/2017,2572.75,1021252,2568,2575.5,2566.75
10/30/2017,2568.25,1190925,2575.5,2578.25,2565.5
10/27/2017,2578.5,1543852,2561.5,2580.75,2557.5
10/26/2017,2561.5,1361504,2559.5,2565,2555.5
10/25/2017,2558.5,2088185,2564.75,2566.25,2541.5
10/24/2017,2567.25,1035758,2562.5,2570.25,2562.25
10/23/2017,2563.5,1217936,2572.75,2577.25,2561.5
10/20/2017,2574,1236659,2561,2574.5,2559.5
10/19/2017,2560.5,1346925,2560,2561.5,2542.5
10/18/2017,2560,738261,2556.5,2562.25,2556.25
10/17/2017,2557,728656,2555.5,2557.75,2552.25
10/16/2017,2556.25,780973,2552.25,2557.75,2550.75
10/13/2017,2552.75,905072,2548,2555.5,2547
10/12/2017,2549.5,924519,2552.25,2553.25,2546.25
10/11/2017,2553,804892,2548.75,2553.5,2544.25
10/10/2017,2548.5,1141304,2543.25,2553.25,2542.75
10/09/2017,2543.75,719501,2543.25,2550.5,2539.25
10/06/2017,2545,1138029,2548.75,2549.75,2541.5
10/05/2017,2550,1086185,2535.25,2550.75,2534.5
10/04/2017,2536.25,943600,2533,2538,2529
